fraud_label
name_count_0_by_7
name_dob_count_1_by_14
ssn_count_1_by_14
ssn_dob_count_1_by_14
ssn_firstname_count_1_by_14
name_dob_count_0_by_3
ssn_count_0_by_3
ssn_lastname_count_1_by_14
ssn_firstname_count_0_by_3
name_count_0_by_3
ssn_name_count_0_by_3
ssn_lastname_count_0_by_3
ssn_dob_count_0_by_3
homephone_day_since
fulladdress_homephone_count_1_by_14
fulladdress_homephone_count_0_by_3
dob_day_since
dob_count_1
homephone_count_0
address_count_1_by_3
fulladdress_count_1_by_3
name_dob_count_1_by_7
ssn_count_1_by_7
ssn_firstname_count_1_by_7
ssn_lastname_count_1_by_7
ssn_dob_count_1_by_7
fulladdress_homephone_count_1_by_7
name_count_1_by_30
name_count_1_by_7
fulladdress_homephone_count_0
dob_count_0_by_3
dob_count_0_by_7
ssn_count_0
name_count_1_by_14
ssn_firstname_count_0
homephone_count_0_by_3
name_dob_count_0
name_count_0
ssn_lastname_count_0
ssn_name_count_0
dob_count_0_by_14
ssn_dob_count_0
ssn_name_dob_count_0
dob_count_0
homephone_count_0_by_7
name_dob_count_1_by_3
dob_count_0_by_30
ssn_count_1_by_3
name_count_1_by_3
ssn_firstname_count_1_by_3
ssn_lastname_count_1_by_3
ssn_dob_count_1_by_3
fulladdress_homephone_count_1_by_3
homephone_count_0_by_14
dob_homephone_count_30
fulladdress_dob_count_0_by_30
name_fulladdress_count_30
fulladdress_dob_count_30
ssn_address_count_30
homephone_name_dob_count_0_by_30
name_homephone_count_0_by_30
fulladdress_dob_count_1_by_30
ssn_homephone_count_0_by_30
name_fulladdress_count_0_by_30
name_homephone_count_30
ssn_homephone_count_30
dob_homephone_count_0_by_30
homephone_name_dob_count_30
ssn_address_count_0_by_30
homephone_name_dob_count_1_by_30
name_homephone_count_1_by_30
dob_homephone_count_1_by_30
ssn_homephone_count_1_by_30
ssn_fulladdress_count_30
ssn_zip5_count_30
name_fulladdress_count_1_by_30
ssn_address_count_1_by_30
ssn_zip5_count_0_by_30
ssn_zip5_count_1_by_30
homephone_count_0_by_30
dob_count_1_by_14
dob_count_1_by_7
dob_homephone_count_0_by_14
dob_homephone_count_14
fulladdress_dob_count_0_by_14
ssn_address_count_14
fulladdress_dob_count_14
name_fulladdress_count_14
name_fulladdress_count_0_by_14
dob_count_1_by_30
ssn_homephone_count_0_by_14
homephone_count_1_by_3
homephone_name_dob_count_0_by_14
ssn_homephone_count_14
homephone_count_1_by_7
dob_count_1_by_3
ssn_address_count_0_by_14
name_homephone_count_14
ssn_homephone_count_1_by_14
name_homephone_count_0_by_14
name_fulladdress_day_since
homephone_name_dob_count_14
homephone_count_1_by_14
ssn_fulladdress_day_since
fulladdress_dob_day_since
fulladdress_dob_count_1_by_14
ssn_zip5_count_0_by_14
dob_homephone_count_1_by_14
homephone_name_dob_day_since
name_fulladdress_count_1_by_14
ssn_fulladdress_count_14
ssn_zip5_count_14
dob_homephone_day_since
ssn_address_count_1_by_14
ssn_zip5_day_since
ssn_homephone_day_since
name_homephone_count_1_by_14
ssn_zip5_count_1_by_14
name_homephone_day_since
homephone_name_dob_count_1_by_14
ssn_address_day_since
fulladdress_dob_count_7
dob_homephone_count_7
name_fulladdress_count_7
homephone_count_1_by_30
ssn_homephone_count_7
name_homephone_count_7
ssn_address_count_7
homephone_name_dob_count_7
ssn_zip5_count_0_by_7
name_fulladdress_count_0_by_7
fulladdress_dob_count_0_by_7
ssn_zip5_count_7
dob_homephone_count_0_by_7
ssn_fulladdress_count_7
ssn_address_count_0_by_7
name_homephone_count_0_by_7
ssn_homephone_count_0_by_7
homephone_name_dob_count_0_by_7
fulladdress_dob_count_1_by_7
name_fulladdress_count_1_by_7
dob_homephone_count_1_by_7
name_homephone_count_1_by_7
ssn_address_count_1_by_7
ssn_homephone_count_1_by_7
homephone_name_dob_count_1_by_7
ssn_zip5_count_1_by_7
fulladdress_dob_count_3
name_fulladdress_count_3
dob_homephone_count_3
name_homephone_count_3
ssn_zip5_count_3
homephone_name_dob_count_3
ssn_fulladdress_count_3
ssn_homephone_count_3
name_fulladdress_count_0_by_3
ssn_address_count_3
fulladdress_dob_count_0_by_3
ssn_address_count_0_by_3
name_homephone_count_0_by_3
ssn_zip5_count_0_by_3
dob_homephone_count_0_by_3
ssn_homephone_count_0_by_3
homephone_name_dob_count_0_by_3
name_fulladdress_count_1_by_3
fulladdress_dob_count_1_by_3
ssn_address_count_1_by_3
name_homephone_count_1_by_3
ssn_zip5_count_1_by_3
dow_risk
record
dob_homephone_count_1_by_3
ssn_homephone_count_1_by_3
homephone_name_dob_count_1_by_3
ssn_address_count_1
ssn_zip5_count_1
fulladdress_dob_count_1
name_fulladdress_count_1
ssn_fulladdress_count_1
dob_homephone_count_1
name_homephone_count_1
ssn_homephone_count_1
homephone_name_dob_count_1
dob_homephone_count_0
ssn_address_count_0
fulladdress_dob_count_0
ssn_zip5_count_0
homephone_name_dob_count_0
name_fulladdress_count_0
ssn_fulladdress_count_0
ssn_homephone_count_0
name_homephone_count_0
